gps_seconds[s]	panorama_file_name	latitude[deg]	longitude[deg]	altitude_ellipsoidal[m]	roll[deg]	pitch[deg]	heading[deg]
1142842312.86829	pano_0007_000072	52.3745885115937	46.1886808034033	46.1533639561385	-0.278491861965009	-11.7292454216082	174.587862640275
