gps_seconds[s]	panorama_file_name	latitude[deg]	longitude[deg]	altitude_ellipsoidal[m]	roll[deg]	pitch[deg]	heading[deg]
1142841002.86157	pano_0000_000000	52.3668688704792	4.91225265953536	45.0735182929784	-1.96925126622774	0.53594420204905	210.888021614679
1142841003.86158	pano_0000_000001	52.3669281219994	4.91230914861788	45.0959373582155	-2.05404083902374	0.432958000041403	209.92709751786
1142841004.8616	pano_0000_000002	52.3669867154748	4.91236314279345	45.151793227531	-1.8653557225146	0.484653790154057	209.676041782066
1142841005.8616	pano_0000_000003	52.3670421569654	4.9124146651144	45.1834464203566	-1.93195448038848	0.754900425796416	209.829991993342
1142841006.86162	pano_0000_000004	52.3670938789001	4.91246273225673	45.2127487137914	-2.00692354979471	0.378266793304297	209.761382679
1142841007.86162	pano_0000_000005	52.367142468907	4.91250767265681	45.3556643212214	-2.06330631873229	0.826862255477352	209.592170091435
1142841008.86164	pano_0000_000006	52.3671904382453	4.91255138611556	45.3732059150934	-1.49292237730227	0.959445116661499	209.424471238381
1142841009.86164	pano_0000_000007	52.367244136516	4.9126010403261	45.3536045448855	-1.40330476980103	0.0602443607540953	209.886983516801
1142841010.86165	pano_0000_000008	52.367304104158	4.91265724512142	45.4129979768768	-1.66053343259153	-0.00392220293834333	210.150023535825
1142841011.86166	pano_0000_000009	52.367368066277	4.91271765875282	45.4568655630574	-1.86375571868481	0.660207313487034	210.284453703392
1142841012.86167	pano_0000_000010	52.367432368193	4.91277845153849	45.4964147703722	-1.97924574366025	0.281988671509847	210.237048710578
1142841013.86168	pano_0000_000011	52.3674975380508	4.91283991369817	45.5449078390375	-2.17389475762483	0.406786667466068	209.999515681149
1142841014.86169	pano_0000_000012	52.3675628676136	4.91290059210831	45.5948498621583	-1.99233062463694	0.384567514694083	209.998788313823
1142841015.86169	pano_0000_000013	52.3676251249945	4.91295911092448	45.6574067547917	-1.69359717303837	0.739661383788581	210.321290869082
1142841016.8617	pano_0000_000014	52.3676831185963	4.91301453809976	45.6813226174563	-2.07195938821485	0.690678995658994	210.552897041049
1142841017.86171	pano_0000_000015	52.367736651399	4.91306498790377	45.7499440982938	-1.84771942581294	0.281074450729098	210.214311292576
1142841018.86172	pano_0000_000016	52.3677821822758	4.91310830397788	45.9041074207053	-1.99501013576813	-2.73238295432162	210.70985544298
1142841019.86172	pano_0000_000017	52.3678245013483	4.91314935873278	45.9334743693471	-1.99354931072157	-0.202751175643474	211.214112475986
1142841020.86178	pano_0000_000018	52.3678682908045	4.91319284553976	46.019923706539	-1.97250194048488	0.3748057734054	211.705190297917
1142841021.86178	pano_0000_000019	52.3679108997901	4.91323409994961	46.1087154690176	-1.79551114045229	0.0412185508602448	209.487084377226
1142841022.86188	pano_0000_000020	52.367952852047	4.91325985237274	46.2335945917293	-2.13745702619526	-0.83930882730096	194.942920028973
1142841023.86193	pano_0000_000021	52.3679950056941	4.9132583292433	46.3945653503761	-0.849881699327849	-0.637684064237351	173.090312174257
1142841024.86194	pano_0000_000022	52.3680254880339	4.91324040548077	46.5096091683954	0.643401050752929	0.468703665925358	157.946568652627
1142841025.86195	pano_0000_000023	52.3680276723034	4.91323806745663	46.566764687188	0.503968282457936	-0.185128220670903	156.39689948232
1142841026.86196	pano_0000_000024	52.3680265568992	4.91323868988019	46.6228109560907	0.50185167283752	-0.184045585682432	156.849993435972
1142841027.86196	pano_0000_000025	52.3680257270617	4.91323910242115	46.677846653387	0.448415909748899	-0.50205286113007	157.072363156757
1142841028.86197	pano_0000_000026	52.3680336195455	4.91323133739479	46.75372048188	0.367334044210209	-0.47460190877953	152.364921452447
1142841029.86193	pano_0000_000027	52.3680484259922	4.91321413684693	46.8324646307155	-0.0486153911477635	-0.119360996241586	145.464351593859
1142841030.86189	pano_0000_000028	52.3680622761243	4.91319439493906	46.9427416278049	0.367815745236233	-3.00123608643457	140.283157924154
1142841031.8618	pano_0000_000029	52.3680801295802	4.91316307204226	47.0348131507635	-0.498557086978409	3.39630573051704	132.316912609121
1142841032.86181	pano_0000_000030	52.3680997871233	4.91311649069489	47.0294910669327	-0.832260368831257	-0.229501918984378	123.717838050407
1142841033.86181	pano_0000_000031	52.3681214366973	4.91305320319085	47.0818093484268	-0.40472859132904	0.854383711865825	119.668959660429
1142841034.86182	pano_0000_000032	52.3681438856512	4.91298666431585	47.1078182766214	0.397821423261041	0.409835037456338	119.745583443851
1142841035.86182	pano_0000_000033	52.3681675537923	4.91291786471417	47.1631170334294	0.538200971834108	0.441542494423769	120.070342671365
1142841036.86182	pano_0000_000034	52.3681921926339	4.91284675162214	47.20678465534	0.521273381601518	0.469990589199384	119.827473833637
1142841037.86183	pano_0000_000035	52.3682173393904	4.91277320083118	47.2585239345208	0.411865058469907	0.424498218592181	119.583663945857
1142841038.86182	pano_0000_000036	52.3682428339203	4.91269909053729	47.3077620258555	0.118455747729859	0.582132478488907	119.650863127302
1142841039.86183	pano_0000_000037	52.3682679687146	4.91262542453745	47.3593988316134	0.357227613452227	0.466073382210722	119.467879710805
1142841040.86183	pano_0000_000038	52.3682930126489	4.91255151378356	47.4076470686123	0.384436482825072	0.417006322380806	119.067416803399
1142841041.86183	pano_0000_000039	52.3683179014079	4.91247722998394	47.4590956382453	0.462887792849847	0.49903422995383	118.98862256993
1142841042.86183	pano_0000_000040	52.3683432700728	4.91240163084346	47.5151806827635	0.725283948976214	0.343336346633312	119.3942203923
1142841043.86184	pano_0000_000041	52.36836994718	4.91232513476684	47.5727300662547	0.468301415378661	0.355707311026011	120.055323535597
1142841044.86184	pano_0000_000042	52.368397490252	4.91224771930026	47.6347249448299	0.327447895864586	0.436793995176476	120.615673279277
1142841045.86185	pano_0000_000043	52.3684256200984	4.91217031403588	47.692628595978	0.206292489789285	0.638850044060956	121.118787831147
1142841046.86185	pano_0000_000044	52.3684537449702	4.91209278988945	47.7535519711673	0.223964422769471	0.403997644617556	120.823876966745
1142841047.86186	pano_0000_000045	52.3684821706786	4.9120133949135	47.8058550395072	-0.0694275789618388	0.432701903130803	120.38588642073
1142841048.86186	pano_0000_000046	52.3685107113972	4.91193171900386	47.8432793635875	0.202372583376218	0.555210980308719	119.961801747496
1142841049.86186	pano_0000_000047	52.36853942935	4.9118481148974	47.8922188077122	0.385384888095927	0.470565263817018	119.533184861628
1142841050.86187	pano_0000_000048	52.3685683426481	4.91176309174919	47.9366990830749	0.442733594607441	0.563186196588451	119.559697018024
1142841051.86187	pano_0000_000049	52.3685977471365	4.9116782401401	47.9845032598823	0.661189887478937	0.490794857225272	120.174154535679
1142841052.86188	pano_0000_000050	52.3686276128854	4.91159516964175	48.0397855537012	0.230878505193907	0.418339068907296	120.940390780528
1142841053.86188	pano_0000_000051	52.3686584009239	4.91151075561755	48.0912227444351	0.265594259902012	0.679164392915775	121.261073674117
1142841054.86189	pano_0000_000052	52.3686897685911	4.9114241275023	48.1306170299649	0.619544631643529	0.535855650808761	121.073609721145
1142841055.86189	pano_0000_000053	52.3687214241492	4.91133671082351	48.1913508940488	-0.136340286852756	0.572968616114212	120.873102216667
1142841056.8619	pano_0000_000054	52.3687528782249	4.91125353324942	48.2550873486325	-0.899543459754952	0.464290212446632	122.733889393715
1142841057.8619	pano_0000_000055	52.36878273632	4.91117448156855	48.3340505305678	-0.544445337727768	0.168079699611273	120.538151147937
1142841058.86191	pano_0000_000056	52.3688041640665	4.91108949332055	48.4030924318358	-0.459295725211871	0.601656600544641	108.617754302999
1142841059.86191	pano_0000_000057	52.3688135848777	4.91099895970579	48.4519816404209	-1.00118283477503	0.624799921425358	95.0434323136065
1142841060.86192	pano_0000_000058	52.3688099227613	4.91090804195784	48.4982053833082	-0.259049864779316	0.47069233270097	82.6251423297129
1142841061.86192	pano_0000_000059	52.3687989132512	4.91082480596359	48.5800383128226	0.135203472115748	0.164375027022671	76.6360465041376
1142841062.86193	pano_0000_000060	52.3687895592674	4.91075797999428	48.7054041102529	0.409880453237461	-0.176514411871381	77.7833900879935
1142841063.86194	pano_0000_000061	52.3687857356856	4.91072222846261	48.8085886295885	0.303503699536157	-0.00567016164416084	80.0201747173528
1142841064.86194	pano_0000_000062	52.3687846798078	4.91070651459025	48.888291769661	0.325746569165112	-0.252358707695868	81.6856167742136
1142841065.86195	pano_0000_000063	52.3687841340253	4.91069503177608	48.9662634739652	0.343182732330877	-0.252853675695882	82.8811394979847
1142841066.86195	pano_0000_000064	52.368783742765	4.91068416218684	49.0421745013446	0.487653673154851	-0.550902533604417	84.2870921818677
1142841067.86196	pano_0000_000065	52.3687845665492	4.91065475434823	49.1280188700184	0.672299589193014	-0.459515958378405	92.9853968003694
1142841068.86196	pano_0000_000066	52.3687924451367	4.91060396928865	49.2110992213711	1.17912469157758	-0.0933897853748232	108.038918567743
1142841069.86197	pano_0000_000067	52.3688118871357	4.91053899082348	49.3008663840592	1.82450634016438	-0.505140005108989	120.63292433401
1142841070.86197	pano_0000_000068	52.3688405894545	4.91047478166511	49.466046336107	0.876654778856899	-1.26223298158146	129.039517327253
1142841071.86198	pano_0000_000069	52.3688753305872	4.9104067360875	49.6795577909797	0.545739681482342	-1.11799594200825	130.712938655467
1142841072.86198	pano_0000_000070	52.3689147900518	4.91033028175066	49.9260164815933	0.256430323748554	-1.25783321208648	131.212509768332
1142841073.86199	pano_0000_000071	52.3689586837886	4.91024854890354	50.2080136165023	0.0905047130821129	-1.58339869383404	132.742463266886
1142841074.862	pano_0000_000072	52.3690063091866	4.91016364840444	50.5261160572991	-0.0567718159737836	-1.3717013269384	133.511992420899
1142841075.862	pano_0000_000073	52.3690528746959	4.91008067820141	50.8249211264774	-0.253125071283434	-1.33640211855961	133.20604221337
1142841076.86201	pano_0000_000074	52.3690978282445	4.90999969462901	51.1404981715605	-0.192643858463267	-1.31055120626146	133.005013601194
1142841077.86202	pano_0000_000075	52.3691395186274	4.90992398966392	51.4100782936439	0.0796820682521889	-1.1841560883868	133.052103196438
1142841078.86211	pano_0000_000076	52.3691772418921	4.90985647264352	51.6262663891539	0.322666315348467	-0.00686666230546756	133.744378576181
1142841079.86216	pano_0000_000077	52.369209746063	4.90979945099503	51.6867223242298	0.165454968168339	1.65761014705871	134.013793772413
1142841080.86211	pano_0000_000078	52.3692334552742	4.90975233788757	51.6633662972599	-0.893822574136878	1.78618897816374	127.357608004077
1142841081.86206	pano_0000_000079	52.3692476186243	4.90969939154918	51.5806721132249	-1.53090811279143	3.78246255495759	110.028316057214
1142841082.86202	pano_0000_000080	52.3692525176128	4.90964189392296	51.4721205197275	-0.576056437167202	3.37107102433829	97.5785724286567
1142841083.86202	pano_0000_000081	52.3692511207113	4.90959317637416	51.3767622308806	-1.05712792215393	3.59384309000304	86.5674367260216
1142841084.86203	pano_0000_000082	52.3692461387242	4.90955606440495	51.3345630709082	-4.6163827474697	2.5536763000113	77.0290651851635
1142841085.86203	pano_0000_000083	52.369236727265	4.90952227951915	51.360160227865	-2.83444411930479	1.75529636381006	68.5049953434619
1142841086.86204	pano_0000_000084	52.3692201554476	4.90948328677859	51.2319710683078	-1.79665490942877	6.28980174033508	56.095661770662
1142841087.862	pano_0000_000085	52.3691939188105	4.90943987703014	51.0741315893829	-2.59408669942261	3.17215977427278	44.6756009668569
1142841088.86198	pano_0000_000086	52.3691581191119	4.90938906645628	50.8721974529326	-2.96290355838886	2.68767443681675	42.101334422402
1142841089.86196	pano_0000_000087	52.3691168696638	4.9093300648437	50.6775823319331	-2.60188929706131	2.88861330790269	42.9271815843081
1142841090.86193	pano_0000_000088	52.3690753910247	4.90926870455887	50.5174573771656	-2.38991201467039	2.1267685644623	43.5471965994768
