gps_seconds[s]	panorama_file_name	latitude[deg]	longitude[deg]	altitude_ellipsoidal[m]	roll[deg]	pitch[deg]	heading[deg]
1142842312.86829	pano_0001_000529	52.3683132200505	4.90430033066768	46.1533639561385	0.184327746487245	1.68609695374089	123.647497626591
